word_count,word,prefix,first_prefix,second_prefix,suffix,second_suffix,first_suffix,adjective_specificity
3,ሳቀች,ሳቀ,ሳ,ቀ,ቀች,ቀ,ች,0
4,ይስቃል,ይስ,ይ,ስ,ቃል,ቃ,ል,1
5,ትስቃልች,ትስ,ት,ስ,ልች,ል,ች,0
3,ይሳቅ,ይሳ,ይ,ሳ,ሳቅ,ሳ,ቅ,1
3,ትሳቅ,ትሳ,ት,ሳ,ሳቅ,ሳ,ቅ,0
3,ስቋል,ስቋ,ስ,ቋ,ቋል,ቋ,ል,1
4,ስቃለች,ስቃ,ስ,ቃ,ለች,ለ,ች,0
5,አልሳቀም,አል,አ,ል,ቀም,ቀ,ም,1
6,አልሳቀችም,አል,አ,ል,ችም,ች,ም,0
2,ሳቅ,ሳቅ,ሳ,ቅ,ሳቅ,ሳ,ቅ,1
2,ሳቂ,ሳቂ,ሳ,ቂ,ሳቂ,ሳ,ቂ,0
5,አይስቅም,አይ,አ,ይ,ቅም,ቅ,ም,1
3,አስቅ,አስ,አ,ስ,ስቅ,ስ,ቅ,1
3,አስቂ,አስ,አ,ስ,ስቂ,ስ,ቂ,0
4,አታስቂ,አታ,አ,ታ,ስቂ,ስ,ቂ,0
2,ረሳ,ረሳ,ረ,ሳ,ረሳ,ረ,ሳ,1
3,ረሳች,ረሳ,ረ,ሳ,ሳች,ሳ,ች,0
4,ይረሳል,ይረ,ይ,ረ,ሳል,ሳ,ል,1
5,ትረሳለች,ትረ,ት,ረ,ለች,ለ,ች,0
3,ይርሳ,ይር,ይ,ር,ርሳ,ር,ሳ,1
3,ትርሳ,ትር,ት,ር,ርሳ,ር,ሳ,0
4,ረስቷል,ረስ,ረ,ስ,ቷል,ቷ,ል,1
5,ረስታለች,ረስ,ረ,ስ,ለች,ለ,ች,0
5,አልረሳም,አል,አ,ል,ሳም,ሳ,ም,1
6,አልረሳችም,አል,አ,ል,ችም,ች,ም,0
2,ርሳ,ርሳ,ር,ሳ,ርሳ,ር,ሳ,1
2,ርሽ,ርሽ,ር,ሽ,ርሽ,ር,ሽ,0
5,አይረሳም,አይ,አ,ይ,ሳም,ሳ,ም,1
4,አስረሳ,አስ,አ,ስ,ረሳ,ረ,ሳ,1
4,አስረሽ,አስ,አ,ስ,ረሽ,ረ,ሽ,0
5,አታስረሽ,አታ,አ,ታ,ረሽ,ረ,ሽ,0
2,ረካ,ረካ,ረ,ካ,ረካ,ረ,ካ,1
3,ረካች,ረካ,ረ,ካ,ካች,ካ,ች,0
4,ይረካል,ይረ,ይ,ረ,ካል,ካ,ል,1
5,ትረካለች,ትረ,ት,ረ,ለች,ለ,ች,0
3,ይርካ,ይር,ይ,ር,ርካ,ር,ካ,1
3,ትርካ,ትር,ት,ር,ርካ,ር,ካ,0
4,ረክቷል,ረክ,ረ,ክ,ቷል,ቷ,ል,1
5,ረክታለች,ረክ,ረ,ክ,ለች,ለ,ች,0
5,አልረካም,አል,አ,ል,ካም,ካ,ም,1
6,አልረካችም,አል,አ,ል,ችም,ች,ም,0
2,ርካ,ርካ,ር,ካ,ርካ,ር,ካ,1
2,ርኪ,ርኪ,ር,ኪ,ርኪ,ር,ኪ,0
5,አይረካም,አይ,አ,ይ,ካም,ካ,ም,1
3,አርካ,አር,አ,ር,ርካ,ር,ካ,1
3,አርኪ,አር,አ,ር,ርኪ,ር,ኪ,0
4,አታርኪ,አታ,አ,ታ,ርኪ,ር,ኪ,0
3,ረዘመ,ረዘ,ረ,ዘ,ዘመ,ዘ,መ,1
4,ረዘመች,ረዘ,ረ,ዘ,መች,መ,ች,0
5,ይረዝማል,ይረ,ይ,ረ,ማል,ማ,ል,1
6,ትረዝማለች,ትረ,ት,ረ,ለች,ለ,ች,0
4,ይርዘም,ይር,ይ,ር,ዘም,ዘ,ም,1
4,ትርዘም,ትር,ት,ር,ዘም,ዘ,ም,0
4,ረዝሟል,ረዝ,ረ,ዝ,ሟል,ሟ,ል,1
5,ረዝማለች,ረዝ,ረ,ዝ,ለች,ለ,ች,0
6,አልረዘመም,አል,አ,ል,መም,መ,ም,1
7,አልረዘመችም,አል,አ,ል,ችም,ች,ም,0
3,ርዘም,ርዘ,ር,ዘ,ዘም,ዘ,ም,1
3,ርዘሚ,ርዘ,ር,ዘ,ዘሚ,ዘ,ሚ,0
6,አይረዝምም,አይ,አ,ይ,ምም,ም,ም,1
4,አርዝም,አር,አ,ር,ዝም,ዝ,ም,1
4,አርዝሚ,አር,አ,ር,ዝሚ,ዝ,ሚ,0
5,አታርዝሚ,አታ,አ,ታ,ዝሚ,ዝ,ሚ,0
3,ረገጠ,ረገ,ረ,ገ,ገጠ,ገ,ጠ,1
4,ረገጠች,ረገ,ረ,ገ,ጠች,ጠ,ች,0
5,ይረግጣል,ይረ,ይ,ረ,ጣል,ጣ,ል,1
6,ትረግጣለች,ትረ,ት,ረ,ለች,ለ,ች,0
4,ይርገጥ,ይር,ይ,ር,ገጥ,ገ,ጥ,1
4,ትርገጥ,ትር,ት,ር,ገጥ,ገ,ጥ,0
4,ረግጧል,ረግ,ረ,ግ,ጧል,ጧ,ል,1
5,ረግጣለች,ረግ,ረ,ግ,ለች,ለ,ች,0
6,አልረገጠም,አል,አ,ል,ጠም,ጠ,ም,1
7,አልረገጠችም,አል,አ,ል,ችም,ች,ም,0
5,አስረግጥ,አስ,አ,ስ,ግጥ,ግ,ጥ,1
5,አስረግጭ,አስ,አ,ስ,ግጭ,ግ,ጭ,0
4,እርገጥ,እር,እ,ር,ገጥ,ገ,ጥ,1
4,እርገጭ,እር,እ,ር,ገጭ,ገ,ጭ,0
6,አይረግጥም,አይ,አ,ይ,ጥም,ጥ,ም,1
6,አታስረግጭ,አታ,አ,ታ,ግጭ,ግ,ጭ,0
3,ረገመ,ረገ,ረ,ገ,ገመ,ገ,መ,1
4,ረገመች,ረገ,ረ,ገ,መች,መ,ች,0
5,ይረግማል,ይረ,ይ,ረ,ማል,ማ,ል,1
6,ትረግማለች,ትረ,ት,ረ,ለች,ለ,ች,0
4,ይርገም,ይር,ይ,ር,ገም,ገ,ም,1
4,ትርገም,ትር,ት,ር,ገም,ገ,ም,0
4,ረግሟል,ረግ,ረ,ግ,ሟል,ሟ,ል,1
5,ረግማለች,ረግ,ረ,ግ,ለች,ለ,ች,0
6,አልረገመም,አል,አ,ል,መም,መ,ም,1
7,አልረገመችም,አል,አ,ል,ችም,ች,ም,0
5,አስረግም,አስ,አ,ስ,ግም,ግ,ም,1
5,አስረግሚ,አስ,አ,ስ,ግሚ,ግ,ሚ,0
4,እርገም,እር,እ,ር,ገም,ገ,ም,1
4,እርገሚ,እር,እ,ር,ገሚ,ገ,ሚ,0
6,አይረግምም,አይ,አ,ይ,ምም,ም,ም,1
6,አታስረግሚ,አታ,አ,ታ,ግሚ,ግ,ሚ,0
2,ረጨ,ረጨ,ረ,ጨ,ረጨ,ረ,ጨ,1
3,ረጨች,ረጨ,ረ,ጨ,ጨች,ጨ,ች,0
4,ይረጫል,ይረ,ይ,ረ,ጫል,ጫ,ል,1
5,ትረጫለች,ትረ,ት,ረ,ለች,ለ,ች,0
3,ይርጭ,ይር,ይ,ር,ርጭ,ር,ጭ,1
3,ትርጭ,ትር,ት,ር,ርጭ,ር,ጭ,0
4,ረጭቷል,ረጭ,ረ,ጭ,ቷል,ቷ,ል,1
5,ረጭታለች,ረጭ,ረ,ጭ,ለች,ለ,ች,0
5,አልረጨም,አል,አ,ል,ጨም,ጨ,ም,1
6,አልረጨችም,አል,አ,ል,ችም,ች,ም,0
3,እርጭ,እር,እ,ር,ርጭ,ር,ጭ,1
3,እርጪ,እር,እ,ር,ርጪ,ር,ጪ,0
4,አስረጭ,አስ,አ,ስ,ረጭ,ረ,ጭ,1
4,አስረጪ,አስ,አ,ስ,ረጪ,ረ,ጪ,0
4,አይርጭ,አይ,አ,ይ,ርጭ,ር,ጭ,1
5,አታስረጪ,አታ,አ,ታ,ረጪ,ረ,ጪ,0
2,ራቀ,ራቀ,ራ,ቀ,ራቀ,ራ,ቀ,1
3,ራቀች,ራቀ,ራ,ቀ,ቀች,ቀ,ች,0
4,ይርቃል,ይር,ይ,ር,ቃል,ቃ,ል,1
5,ትርቃለች,ትር,ት,ር,ለች,ለ,ች,0
3,ይራቅ,ይራ,ይ,ራ,ራቅ,ራ,ቅ,1
3,ትራቅ,ትራ,ት,ራ,ራቅ,ራ,ቅ,0
3,ርቋል,ርቋ,ር,ቋ,ቋል,ቋ,ል,1
4,ርቃለች,ርቃ,ር,ቃ,ለች,ለ,ች,0
5,አልራቀም,አል,አ,ል,ቀም,ቀ,ም,1
6,አልራቀችም,አል,አ,ል,ችም,ች,ም,0
3,እራቅ,እራ,እ,ራ,ራቅ,ራ,ቅ,1
3,እራቂ,እራ,እ,ራ,ራቂ,ራ,ቂ,0
3,አርቅ,አር,አ,ር,ርቅ,ር,ቅ,1
3,አርቂ,አር,አ,ር,ርቂ,ር,ቂ,0
4,አያርቅ,አያ,አ,ያ,ርቅ,ር,ቅ,1
4,አታርቂ,አታ,አ,ታ,ርቂ,ር,ቂ,0
2,ሮጠ,ሮጠ,ሮ,ጠ,ሮጠ,ሮ,ጠ,1
3,ሮጠች,ሮጠ,ሮ,ጠ,ጠች,ጠ,ች,0
3,ይሩጥ,ይሩ,ይ,ሩ,ሩጥ,ሩ,ጥ,1
3,ትሩጥ,ትሩ,ት,ሩ,ሩጥ,ሩ,ጥ,0
4,ይሮጣል,ይሮ,ይ,ሮ,ጣል,ጣ,ል,1
5,ትሮጣለች,ትሮ,ት,ሮ,ለች,ለ,ች,0
3,ሩጧል,ሩጧ,ሩ,ጧ,ጧል,ጧ,ል,1
4,ሩጣለች,ሩጣ,ሩ,ጣ,ለች,ለ,ች,0
5,አልሮጠም,አል,አ,ል,ጠም,ጠ,ም,1
6,አልሮጠችም,አል,አ,ል,ችም,ች,ም,0
2,ሩጥ,ሩጥ,ሩ,ጥ,ሩጥ,ሩ,ጥ,1
2,ሩጭ,ሩጭ,ሩ,ጭ,ሩጭ,ሩ,ጭ,0
3,አሩጥ,አሩ,አ,ሩ,ሩጥ,ሩ,ጥ,1
3,አሩጭ,አሩ,አ,ሩ,ሩጭ,ሩ,ጭ,0
4,አይሩጥ,አይ,አ,ይ,ሩጥ,ሩ,ጥ,1
4,አታሩጭ,አታ,አ,ታ,ሩጭ,ሩ,ጭ,0
3,ሰበረ,ሰበ,ሰ,በ,በረ,በ,ረ,1
4,ሰበረች,ሰበ,ሰ,በ,ረች,ረ,ች,0
4,ይስበር,ይስ,ይ,ስ,በር,በ,ር,1
4,ትስበር,ትስ,ት,ስ,በር,በ,ር,0
5,ይሰብራል,ይሰ,ይ,ሰ,ራል,ራ,ል,1
6,ትሰብራለች,ትሰ,ት,ሰ,ለች,ለ,ች,0
4,ሰብሯል,ሰብ,ሰ,ብ,ሯል,ሯ,ል,1
5,ሰብራለች,ሰብ,ሰ,ብ,ለች,ለ,ች,0
6,አልሰበረም,አል,አ,ል,ረም,ረ,ም,1
7,አልሰበረችም,አል,አ,ል,ችም,ች,ም,0
3,ስበር,ስበ,ስ,በ,በር,በ,ር,1
3,ስበሪ,ስበ,ስ,በ,በሪ,በ,ሪ,0
4,አሰብር,አሰ,አ,ሰ,ብር,ብ,ር,1
4,አሰብሪ,አሰ,አ,ሰ,ብሪ,ብ,ሪ,0
5,አይስበር,አይ,አ,ይ,በር,በ,ር,1
5,አትስበሪ,አት,አ,ት,በሪ,በ,ሪ,0
3,ሰረቀ,ሰረ,ሰ,ረ,ረቀ,ረ,ቀ,1
4,ሰረቀች,ሰረ,ሰ,ረ,ቀች,ቀ,ች,0
4,ይስረቅ,ይስ,ይ,ስ,ረቅ,ረ,ቅ,1
4,ትስረቅ,ትስ,ት,ስ,ረቅ,ረ,ቅ,0
5,ይሰርቃል,ይሰ,ይ,ሰ,ቃል,ቃ,ል,1
6,ትሰርቃለች,ትሰ,ት,ሰ,ለች,ለ,ች,0
4,ሰርቋል,ሰር,ሰ,ር,ቋል,ቋ,ል,1
5,ሰርቃለች,ሰር,ሰ,ር,ለች,ለ,ች,0
6,አልሰረቀም,አል,አ,ል,ቀም,ቀ,ም,1
7,አልሰረቀችም,አል,አ,ል,ችም,ች,ም,0
3,ስረቅ,ስረ,ስ,ረ,ረቅ,ረ,ቅ,1
3,ስረቂ,ስረ,ስ,ረ,ረቂ,ረ,ቂ,0
4,አሰርቅ,አሰ,አ,ሰ,ርቅ,ር,ቅ,1
4,አሰርቂ,አሰ,አ,ሰ,ርቂ,ር,ቂ,0
5,አይስረቅ,አይ,አ,ይ,ረቅ,ረ,ቅ,1
5,አትስረቂ,አት,አ,ት,ረቂ,ረ,ቂ,0
3,ሰነፈ,ሰነ,ሰ,ነ,ነፈ,ነ,ፈ,1
4,ሰነፈች,ሰነ,ሰ,ነ,ፈች,ፈ,ች,0
4,ይስነፍ,ይስ,ይ,ስ,ነፍ,ነ,ፍ,1
4,ትስነፍ,ትስ,ት,ስ,ነፍ,ነ,ፍ,0
5,ይሰንፋል,ይሰ,ይ,ሰ,ፋል,ፋ,ል,1
6,ትሰንፋለች,ትሰ,ት,ሰ,ለች,ለ,ች,0
4,ሰንፏል,ሰን,ሰ,ን,ፏል,ፏ,ል,1
5,ሰንፋለች,ሰን,ሰ,ን,ለች,ለ,ች,0
6,አልሰነፈም,አል,አ,ል,ፈም,ፈ,ም,1
7,አልሰረቀችም,አል,አ,ል,ችም,ች,ም,0
3,ስነፍ,ስነ,ስ,ነ,ነፍ,ነ,ፍ,1
3,ስነፊ,ስነ,ስ,ነ,ነፊ,ነ,ፊ,0
5,አታሳንፍ,አታ,አ,ታ,ንፍ,ን,ፍ,1
5,አታሳንፊ,አታ,አ,ታ,ንፊ,ን,ፊ,0
5,አይስነፍ,አይ,አ,ይ,ነፍ,ነ,ፍ,1
5,አትስነፊ,አት,አ,ት,ነፊ,ነ,ፊ,0
4,ሰነጠቀ,ሰነ,ሰ,ነ,ጠቀ,ጠ,ቀ,1
5,ሰነጠቀች,ሰነ,ሰ,ነ,ቀች,ቀ,ች,0
5,ይሰንጥቅ,ይሰ,ይ,ሰ,ጥቅ,ጥ,ቅ,1
5,ትሰንጥቅ,ትሰ,ት,ሰ,ጥቅ,ጥ,ቅ,0
6,ይሰነጥቃል,ይሰ,ይ,ሰ,ቃል,ቃ,ል,1
7,ትሰነጥቃልች,ትሰ,ት,ሰ,ልች,ል,ች,0
5,ሰንጥቋል,ሰን,ሰ,ን,ቋል,ቋ,ል,1
6,ሰንጥቃለች,ሰን,ሰ,ን,ለች,ለ,ች,0
7,አልሰነጠቀም,አል,አ,ል,ቀም,ቀ,ም,1
8,አልሰነጠቀችም,አል,አ,ል,ችም,ች,ም,0
4,ሰንጥቅ,ሰን,ሰ,ን,ጥቅ,ጥ,ቅ,1
4,ሰንጥቂ,ሰን,ሰ,ን,ጥቂ,ጥ,ቂ,0
5,አሰንጥቅ,አሰ,አ,ሰ,ጥቅ,ጥ,ቅ,1
5,አሰንጥቂ,አሰ,አ,ሰ,ጥቂ,ጥ,ቂ,0
6,አይሰንጥቅ,አይ,አ,ይ,ጥቅ,ጥ,ቅ,1
6,አትሰንጥቂ,አት,አ,ት,ጥቂ,ጥ,ቂ,0
3,ሰየመ,ሰየ,ሰ,የ,የመ,የ,መ,1
4,ሰየመች,ሰየ,ሰ,የ,መች,መ,ች,0
4,ይሰይም,ይሰ,ይ,ሰ,ይም,ይ,ም,1
5,ትይሰይም,ትይ,ት,ይ,ይም,ይ,ም,0
5,ይሰይማል,ይሰ,ይ,ሰ,ማል,ማ,ል,1
6,ትሰይማለች,ትሰ,ት,ሰ,ለች,ለ,ች,0
4,ሰይሟል,ሰይ,ሰ,ይ,ሟል,ሟ,ል,1
5,ሰይማለች,ሰይ,ሰ,ይ,ለች,ለ,ች,0
6,አልሰየመም,አል,አ,ል,መም,መ,ም,1
7,አልሰየመችም,አል,አ,ል,ችም,ች,ም,0
3,ሰይም,ሰይ,ሰ,ይ,ይም,ይ,ም,1
3,ሰይሚ,ሰይ,ሰ,ይ,ይሚ,ይ,ሚ,0
4,አሰይም,አሰ,አ,ሰ,ይም,ይ,ም,1
4,አሰይሚ,አሰ,አ,ሰ,ይሚ,ይ,ሚ,0
5,አይሰይም,አይ,አ,ይ,ይም,ይ,ም,1
5,አትሰይሚ,አት,አ,ት,ይሚ,ይ,ሚ,0
3,ሰገደ,ሰገ,ሰ,ገ,ገደ,ገ,ደ,1
4,ሰገደች,ሰገ,ሰ,ገ,ደች,ደ,ች,0
4,ይስገድ,ይስ,ይ,ስ,ገድ,ገ,ድ,1
4,ትስገድ,ትስ,ት,ስ,ገድ,ገ,ድ,0
5,ይሰግዳል,ይሰ,ይ,ሰ,ዳል,ዳ,ል,1
6,ትሰግዳለች,ትሰ,ት,ሰ,ለች,ለ,ች,0
4,ሰግዷል,ሰግ,ሰ,ግ,ዷል,ዷ,ል,1
5,ሰግዳለች,ሰግ,ሰ,ግ,ለች,ለ,ች,0
6,አልሰገደም,አል,አ,ል,ደም,ደ,ም,1
7,አልሰገደችም,አል,አ,ል,ችም,ች,ም,0
3,ስገድ,ስገ,ስ,ገ,ገድ,ገ,ድ,1
3,ስገጅ,ስገ,ስ,ገ,ገጅ,ገ,ጅ,0
4,አሰግድ,አሰ,አ,ሰ,ግድ,ግ,ድ,1
4,አሰግጅ,አሰ,አ,ሰ,ግጅ,ግ,ጅ,0
5,አይስገድ,አይ,አ,ይ,ገድ,ገ,ድ,1
5,አትስገጅ,አት,አ,ት,ገጅ,ገ,ጅ,0
2,ሳበ,ሳበ,ሳ,በ,ሳበ,ሳ,በ,1
3,ሳበች,ሳበ,ሳ,በ,በች,በ,ች,0
3,ይሳብ,ይሳ,ይ,ሳ,ሳብ,ሳ,ብ,1
3,ትሳብ,ትሳ,ት,ሳ,ሳብ,ሳ,ብ,0
4,ይስባል,ይስ,ይ,ስ,ባል,ባ,ል,1
5,ትስባለች,ትስ,ት,ስ,ለች,ለ,ች,0
3,ስቧል,ስቧ,ስ,ቧ,ቧል,ቧ,ል,1
4,ስባለች,ስባ,ስ,ባ,ለች,ለ,ች,0
5,አልሳበም,አል,አ,ል,በም,በ,ም,1
6,አልሳበችም,አል,አ,ል,ችም,ች,ም,0
2,ሳብ,ሳብ,ሳ,ብ,ሳብ,ሳ,ብ,1
2,ሳቢ,ሳቢ,ሳ,ቢ,ሳቢ,ሳ,ቢ,0
3,አስብ,አስ,አ,ስ,ስብ,ስ,ብ,1
3,አስቢ,አስ,አ,ስ,ስቢ,ስ,ቢ,0
4,አይሳብ,አይ,አ,ይ,ሳብ,ሳ,ብ,1
4,አትሳቢ,አት,አ,ት,ሳቢ,ሳ,ቢ,0
3,ሸለመ,ሸለ,ሸ,ለ,ለመ,ለ,መ,1
4,ሸለመች,ሸለ,ሸ,ለ,መች,መ,ች,0
4,ይሸልም,ይሸ,ይ,ሸ,ልም,ል,ም,1
4,ትሸልም,ትሸ,ት,ሸ,ልም,ል,ም,0
5,ይሸልማል,ይሸ,ይ,ሸ,ማል,ማ,ል,1
6,ትሸልማለች,ትሸ,ት,ሸ,ለች,ለ,ች,0
4,ሸልሟል,ሸል,ሸ,ል,ሟል,ሟ,ል,1
5,ሸልማለች,ሸል,ሸ,ል,ለች,ለ,ች,0
6,አልሸለመም,አል,አ,ል,መም,መ,ም,1
7,አልሸለመችም,አል,አ,ል,ችም,ች,ም,0
3,ሸልም,ሸል,ሸ,ል,ልም,ል,ም,1
3,ሸልሚ,ሸል,ሸ,ል,ልሚ,ል,ሚ,0
4,አሸልም,አሸ,አ,ሸ,ልም,ል,ም,1
4,አሸልሚ,አሸ,አ,ሸ,ልሚ,ል,ሚ,0
5,አይሸልም,አይ,አ,ይ,ልም,ል,ም,1
5,አትሸልሚ,አት,አ,ት,ልሚ,ል,ሚ,0
3,ሸሸገ,ሸሸ,ሸ,ሸ,ሸገ,ሸ,ገ,1
4,ሸሸገች,ሸሸ,ሸ,ሸ,ገች,ገ,ች,0
4,ይሸሽግ,ይሸ,ይ,ሸ,ሽግ,ሽ,ግ,1
4,ትሸሽግ,ትሸ,ት,ሸ,ሽግ,ሽ,ግ,0
5,ይሸሽጋል,ይሸ,ይ,ሸ,ጋል,ጋ,ል,1
6,ትሸሽጋለች,ትሸ,ት,ሸ,ለች,ለ,ች,0
4,ሸሽጓል,ሸሽ,ሸ,ሽ,ጓል,ጓ,ል,1
5,ሸሽጋለች,ሸሽ,ሸ,ሽ,ለች,ለ,ች,0
6,አልሸሸገም,አል,አ,ል,ገም,ገ,ም,1
7,አልሸሸገችም,አል,አ,ል,ችም,ች,ም,0
3,ሸሽግ,ሸሽ,ሸ,ሽ,ሽግ,ሽ,ግ,1
3,ሸሽጊ,ሸሽ,ሸ,ሽ,ሽጊ,ሽ,ጊ,0
4,አሸሽግ,አሸ,አ,ሸ,ሽግ,ሽ,ግ,1
4,አሸሽጊ,አሸ,አ,ሸ,ሽጊ,ሽ,ጊ,0
5,አይሸሽግ,አይ,አ,ይ,ሽግ,ሽ,ግ,1
5,አትሸሽጊ,አት,አ,ት,ሽጊ,ሽ,ጊ,0
2,ሸኘ,ሸኘ,ሸ,ኘ,ሸኘ,ሸ,ኘ,1
3,ሸኘች,ሸኘ,ሸ,ኘ,ኘች,ኘ,ች,0
3,ይሸኝ,ይሸ,ይ,ሸ,ሸኝ,ሸ,ኝ,1
3,ትሸኝ,ትሸ,ት,ሸ,ሸኝ,ሸ,ኝ,0
4,ይሸኛል,ይሸ,ይ,ሸ,ኛል,ኛ,ል,1
5,ትሸኛለች,ትሸ,ት,ሸ,ለች,ለ,ች,0
4,ሸኝቷል,ሸኝ,ሸ,ኝ,ቷል,ቷ,ል,1
5,ሸኝታለች,ሸኝ,ሸ,ኝ,ለች,ለ,ች,0
5,አልሸጠም,አል,አ,ል,ጠም,ጠ,ም,1
6,አልሸኘችም,አል,አ,ል,ችም,ች,ም,0
2,ሸኝ,ሸኝ,ሸ,ኝ,ሸኝ,ሸ,ኝ,1
2,ሸኚ,ሸኚ,ሸ,ኚ,ሸኚ,ሸ,ኚ,0
5,አሸኛኘኝ,አሸ,አ,ሸ,ኘኝ,ኘ,ኝ,1
5,አሸኛኚኚ,አሸ,አ,ሸ,ኚኚ,ኚ,ኚ,0
4,አይሸኝ,አይ,አ,ይ,ሸኝ,ሸ,ኝ,1
4,አትሸኚ,አት,አ,ት,ሸኚ,ሸ,ኚ,0
2,ሸጠ,ሸጠ,ሸ,ጠ,ሸጠ,ሸ,ጠ,1
3,ሸጠች,ሸጠ,ሸ,ጠ,ጠች,ጠ,ች,0
3,ይሽጥ,ይሽ,ይ,ሽ,ሽጥ,ሽ,ጥ,1
3,ትሽጥ,ትሽ,ት,ሽ,ሽጥ,ሽ,ጥ,0
4,ይሸጣል,ይሸ,ይ,ሸ,ጣል,ጣ,ል,1
5,ትሸጣለች,ትሸ,ት,ሸ,ለች,ለ,ች,0
3,ሸጧል,ሸጧ,ሸ,ጧ,ጧል,ጧ,ል,1
4,ሸጣለች,ሸጣ,ሸ,ጣ,ለች,ለ,ች,0
5,አልሸኝም,አል,አ,ል,ኝም,ኝ,ም,1
6,አልሸኝችም,አል,አ,ል,ችም,ች,ም,0
2,ሽጥ,ሽጥ,ሽ,ጥ,ሽጥ,ሽ,ጥ,1
2,ሽጭ,ሽጭ,ሽ,ጭ,ሽጭ,ሽ,ጭ,0
4,አሻሽጥ,አሻ,አ,ሻ,ሽጥ,ሽ,ጥ,1
4,አሻሽጭ,አሻ,አ,ሻ,ሽጭ,ሽ,ጭ,0
4,አይሽጥ,አይ,አ,ይ,ሽጥ,ሽ,ጥ,1
4,አትሽጭ,አት,አ,ት,ሽጭ,ሽ,ጭ,0
4,ቀላቀለ,ቀላ,ቀ,ላ,ቀለ,ቀ,ለ,1
5,ቀላቀለች,ቀላ,ቀ,ላ,ለች,ለ,ች,0
6,ይቀላቅላል,ይቀ,ይ,ቀ,ላል,ላ,ል,1
7,ትቀላቅላለች,ትቀ,ት,ቀ,ለች,ለ,ች,0
5,ይቀላቅል,ይቀ,ይ,ቀ,ቅል,ቅ,ል,1
5,ትቀላቅል,ትቀ,ት,ቀ,ቅል,ቅ,ል,0
5,ቀላቅሏል,ቀላ,ቀ,ላ,ሏል,ሏ,ል,1
6,ቀላቅላለች,ቀላ,ቀ,ላ,ለች,ለ,ች,0
7,አልቀላቀለም,አል,አ,ል,ለም,ለ,ም,1
8,አልቀላቀለችም,አል,አ,ል,ችም,ች,ም,0
4,ቀላቅል,ቀላ,ቀ,ላ,ቅል,ቅ,ል,1
4,ቀላቅይ,ቀላ,ቀ,ላ,ቅይ,ቅ,ይ,0
5,አቀላቅል,አቀ,አ,ቀ,ቅል,ቅ,ል,1
5,አቀላቅይ,አቀ,አ,ቀ,ቅይ,ቅ,ይ,0
7,አይቀላቅልም,አይ,አ,ይ,ልም,ል,ም,1
7,አትቀላቅይም,አት,አ,ት,ይም,ይ,ም,0
3,ቀበረ,ቀበ,ቀ,በ,በረ,በ,ረ,1
4,ቀበረች,ቀበ,ቀ,በ,ረች,ረ,ች,0
5,ይቀብራል,ይቀ,ይ,ቀ,ራል,ራ,ል,1
6,ትቀብራለች,ትቀ,ት,ቀ,ለች,ለ,ች,0
4,ይቅበር,ይቅ,ይ,ቅ,በር,በ,ር,1
4,ትቅበር,ትቅ,ት,ቅ,በር,በ,ር,0
4,ቀብሯል,ቀብ,ቀ,ብ,ሯል,ሯ,ል,1
5,ቀብራለች,ቀብ,ቀ,ብ,ለች,ለ,ች,0
6,አልቀበረም,አል,አ,ል,ረም,ረ,ም,1
7,አልቀበረችም,አል,አ,ል,ችም,ች,ም,0
3,ቅበር,ቅበ,ቅ,በ,በር,በ,ር,1
3,ቅበሪ,ቅበ,ቅ,በ,በሪ,በ,ሪ,0
5,አቀባብር,አቀ,አ,ቀ,ብር,ብ,ር,1
5,አቀባብሪ,አቀ,አ,ቀ,ብሪ,ብ,ሪ,0
5,አያቃብር,አያ,አ,ያ,ብር,ብ,ር,1
5,አትቅቢሪ,አት,አ,ት,ቢሪ,ቢ,ሪ,0
3,ቀደመ,ቀደ,ቀ,ደ,ደመ,ደ,መ,1
4,ቀደመች,ቀደ,ቀ,ደ,መች,መ,ች,0
5,ይቀድማል,ይቀ,ይ,ቀ,ማል,ማ,ል,1
6,ትቀድማለች,ትቀ,ት,ቀ,ለች,ለ,ች,0
4,ይቅደም,ይቅ,ይ,ቅ,ደም,ደ,ም,1
4,ትቅደም,ትቅ,ት,ቅ,ደም,ደ,ም,0
4,ቀድሟል,ቀድ,ቀ,ድ,ሟል,ሟ,ል,1
5,ቀድማለች,ቀድ,ቀ,ድ,ለች,ለ,ች,0
6,አልቀደመም,አል,አ,ል,መም,መ,ም,1
7,አልቀደመችም,አል,አ,ል,ችም,ች,ም,0
3,ቅደም,ቅደ,ቅ,ደ,ደም,ደ,ም,1
3,ቀደሚ,ቀደ,ቀ,ደ,ደሚ,ደ,ሚ,0
5,አስቀድም,አስ,አ,ስ,ድም,ድ,ም,1
5,አስቀድሚ,አስ,አ,ስ,ድሚ,ድ,ሚ,0
6,አታስቀድሚ,አታ,አ,ታ,ድሚ,ድ,ሚ,0
3,ቀደደ,ቀደ,ቀ,ደ,ደደ,ደ,ደ,1
4,ቀደደች,ቀደ,ቀ,ደ,ደች,ደ,ች,0
4,ይቀዳል,ይቀ,ይ,ቀ,ዳል,ዳ,ል,1
5,ትቀዳለች,ትቀ,ት,ቀ,ለች,ለ,ች,0
4,ይቅደድ,ይቅ,ይ,ቅ,ደድ,ደ,ድ,1
4,ትቅደድ,ትቅ,ት,ቅ,ደድ,ደ,ድ,0
